"64,64","64,128","64,256","128,64","128,128","128,256","256,64","256,128","256,256"
-0.96945846,-0.96945846,-0.96945846,-0.96945846,-0.96945846,-0.96945846,-0.96945846,-0.96945846,-0.96945846
-0.9403261,-0.9403261,-0.9403261,-0.9403261,-0.9403261,-0.9403261,-0.9403261,-0.9403261,-0.9403261
-0.9326994,-0.9326994,-0.9326994,-0.9326994,-0.9326994,-0.9326994,-0.9326994,-0.9326994,-0.9326994
-0.81243616,-0.81243616,-0.81243616,-0.8673265,-0.8673265,-0.8673265,-0.7963566,-0.7963566,-0.7963566
-0.9807385,-0.9807385,-0.9807385,-0.9626826,-0.9626826,-0.9626826,-0.9626826,-0.9626826,-0.9626826
-0.9857146,-0.9857146,-0.9857146,-0.9857146,-0.9857146,-0.9857146,-0.9857146,-0.9857146,-0.9857146
-0.93006027,-0.93006027,-0.93006027,-0.98204523,-0.98204523,-0.98204523,-0.9515191,-0.9515191,-0.9515191
-0.9599736,-0.9599736,-0.9599736,-0.9843429,-0.9843429,-0.9843429,-0.9843429,-0.9843429,-0.9843429
-0.9916121,-0.9916121,-0.9916121,-0.9916121,-0.9916121,-0.9916121,-0.9916121,-0.9916121,-0.9916121
-0.9064918,-0.9064918,-0.9064918,-0.82458365,-0.82458365,-0.82458365,-0.8953088,-0.8953088,-0.8953088
-0.9867223,-0.9867223,-0.9867223,-0.99322844,-0.99322844,-0.99322844,-0.9896755,-0.9896755,-0.9896755
-0.9962797,-0.9962797,-0.9962797,-0.9962797,-0.9962797,-0.9962797,-0.9962797,-0.9962797,-0.9962797
-0.9584256,-0.9584256,-0.9584256,-0.9796718,-0.9796718,-0.9796718,-0.98013645,-0.98013645,-0.98013645
-0.9830334,-0.9830334,-0.9830334,-0.99445206,-0.99445206,-0.99445206,-0.9874342,-0.9874342,-0.9874342
-0.9901557,-0.9901557,-0.9901557,-0.9901557,-0.9901557,-0.9901557,-0.9901557,-0.9901557,-0.9901557
-0.88461703,-0.88461703,-0.88461703,-0.92368335,-0.92368335,-0.92368335,-0.8803535,-0.8803535,-0.8803535
-0.9955634,-0.9955634,-0.9955634,-0.98944336,-0.98944336,-0.98944336,-0.9795625,-0.9795625,-0.9795625
-0.989437,-0.989437,-0.989437,-0.989437,-0.989437,-0.989437,-0.989437,-0.989437,-0.989437
-0.95430857,-0.95430857,-0.95430857,-0.97147036,-0.97147036,-0.97147036,-0.96247494,-0.96247494,-0.96247494
-0.99479115,-0.99479115,-0.99479115,-0.9899841,-0.9899841,-0.9899841,-0.9822687,-0.9822687,-0.9822687
-0.98750234,-0.98750234,-0.98750234,-0.98750234,-0.98750234,-0.98750234,-0.98750234,-0.98750234,-0.98750234
-0.9319254,-0.9319254,-0.9319254,-0.9492476,-0.9492476,-0.9492476,-0.9511475,-0.9511475,-0.9511475
-0.9929755,-0.9929755,-0.9929755,-0.9874364,-0.9874364,-0.9874364,-0.99333,-0.99333,-0.99333
-0.9551395,-0.9551395,-0.9551395,-0.9551395,-0.9551395,-0.9551395,-0.9551395,-0.9551395,-0.9551395
-0.93865985,-0.93865985,-0.93865985,-0.87961507,-0.87961507,-0.87961507,-0.9209007,-0.9209007,-0.9209007
-0.9796981,-0.9796981,-0.9796981,-0.98821694,-0.98821694,-0.98821694,-0.9803817,-0.9803817,-0.9803817
