"64,64","64,128","64,256","128,64","128,128","128,256","256,64","256,128","256,256"
-0.9984843,-0.9984843,-0.9984843,-0.9984843,-0.9984843,-0.9984843,-0.9984843,-0.9984843,-0.9984843
-0.9948708,-0.9948708,-0.9948708,-0.9977745,-0.9977745,-0.9977745,-0.9919819,-0.9919819,-0.9919819
-0.9754156,-0.9754156,-0.9754156,-0.9754156,-0.9754156,-0.9754156,-0.9754156,-0.9754156,-0.9754156
-0.9976549,-0.9976549,-0.9976549,-0.99846834,-0.99846834,-0.99846834,-0.99846834,-0.99846834,-0.99846834
-0.9794131,-0.9794131,-0.9794131,-0.97841126,-0.97841126,-0.97841126,-0.9866461,-0.9866461,-0.9866461
-0.9989744,-0.9989744,-0.9989744,-0.99662995,-0.99662995,-0.99662995,-0.9988745,-0.9988745,-0.9988745
-0.9979454,-0.9979454,-0.9979454,-0.9979454,-0.9979454,-0.9979454,-0.9979454,-0.9979454,-0.9979454
-0.99901426,-0.99901426,-0.99901426,-0.99946,-0.99946,-0.99946,-0.9990176,-0.9990176,-0.9990176
-0.9990168,-0.9990168,-0.9990168,-0.9995817,-0.9995817,-0.9995817,-0.9995817,-0.9995817,-0.9995817
-0.99953365,-0.99953365,-0.99953365,-0.99865896,-0.99865896,-0.99865896,-0.9994057,-0.9994057,-0.9994057
-0.9997203,-0.9997203,-0.9997203,-0.9998202,-0.9998202,-0.9998202,-0.9992227,-0.9992227,-0.9992227
-0.9992769,-0.9992769,-0.9992769,-0.99913687,-0.99913687,-0.99913687,-0.99938047,-0.99938047,-0.99938047
-0.99928933,-0.99928933,-0.99928933,-0.99928933,-0.99928933,-0.99928933,-0.99928933,-0.99928933,-0.99928933
-0.9986833,-0.9986833,-0.9986833,-0.99888915,-0.99888915,-0.99888915,-0.9984345,-0.9984345,-0.9984345
-0.9993526,-0.9993526,-0.9993526,-0.99968904,-0.99968904,-0.99968904,-0.99968904,-0.99968904,-0.99968904
-0.99804246,-0.99804246,-0.99804246,-0.998815,-0.998815,-0.998815,-0.9974838,-0.9974838,-0.9974838
-0.99941105,-0.99941105,-0.99941105,-0.9994002,-0.9994002,-0.9994002,-0.9994585,-0.9994585,-0.9994585
-0.9951393,-0.9951393,-0.9951393,-0.99739456,-0.99739456,-0.99739456,-0.9959284,-0.9959284,-0.9959284
-0.9994386,-0.9994386,-0.9994386,-0.9994386,-0.9994386,-0.9994386,-0.9994386,-0.9994386,-0.9994386
-0.99112093,-0.99112093,-0.99112093,-0.99152577,-0.99152577,-0.99152577,-0.9917522,-0.9917522,-0.9917522
-0.9990601,-0.9990601,-0.9990601,-0.99938387,-0.99938387,-0.99938387,-0.99938387,-0.99938387,-0.99938387
-0.9983723,-0.9983723,-0.9983723,-0.99809575,-0.99809575,-0.99809575,-0.9985902,-0.9985902,-0.9985902
-0.9995448,-0.9995448,-0.9995448,-0.9992058,-0.9992058,-0.9992058,-0.9992529,-0.9992529,-0.9992529
-0.9959638,-0.9959638,-0.9959638,-0.99426246,-0.99426246,-0.99426246,-0.9964617,-0.9964617,-0.9964617
-0.9984,-0.9984,-0.9984,-0.9990693,-0.9990693,-0.9990693,-0.9990693,-0.9990693,-0.9990693
-0.9924934,-0.9924934,-0.9924934,-0.9914272,-0.9914272,-0.9914272,-0.9921201,-0.9921201,-0.9921201
-0.9981972,-0.9981972,-0.9981972,-0.9988846,-0.9988846,-0.9988846,-0.9978846,-0.9978846,-0.9978846
-0.9896905,-0.9896905,-0.9896905,-0.98906523,-0.98906523,-0.98906523,-0.9895148,-0.9895148,-0.9895148
-0.99767554,-0.99767554,-0.99767554,-0.99765617,-0.99765617,-0.99765617,-0.99737144,-0.99737144,-0.99737144
-0.9798308,-0.9798308,-0.9798308,-0.97693557,-0.97693557,-0.97693557,-0.97618496,-0.97618496,-0.97618496
-0.9977241,-0.9977241,-0.9977241,-0.9974576,-0.9974576,-0.9974576,-0.9975314,-0.9975314,-0.9975314
-0.9871067,-0.9871067,-0.9871067,-0.99063957,-0.99063957,-0.99063957,-0.988234,-0.988234,-0.988234
-0.99834263,-0.99834263,-0.99834263,-0.9984065,-0.9984065,-0.9984065,-0.99853355,-0.99853355,-0.99853355
-0.9975016,-0.9975016,-0.9975016,-0.99624133,-0.99624133,-0.99624133,-0.9975686,-0.9975686,-0.9975686
-0.9988214,-0.9988214,-0.9988214,-0.9990622,-0.9990622,-0.9990622,-0.9983092,-0.9983092,-0.9983092
-0.99713767,-0.99713767,-0.99713767,-0.99559677,-0.99559677,-0.99559677,-0.9941422,-0.9941422,-0.9941422
